"","e","entityYearsVector.i.","OneYear","ThreeYear","FiveYear"
"72379","A00433747",2018,TRUE,TRUE,TRUE
"72380","A00427475",2016,TRUE,TRUE,TRUE
"72381","A00409145",2017,TRUE,TRUE,TRUE
"72382","A00458366",2019,FALSE,FALSE,FALSE
"72383","A00427692",2015,FALSE,FALSE,FALSE
"72384","A00427694",2015,FALSE,FALSE,FALSE
"72385","A00434853",2015,FALSE,FALSE,FALSE
"72386","A00434364",2023,FALSE,FALSE,FALSE
"72387","A00433269",2023,FALSE,FALSE,FALSE
"72388","A00434644",2022,FALSE,FALSE,FALSE
"72389","A00399683",2021,TRUE,TRUE,TRUE
"72390","A00459873",2017,FALSE,FALSE,FALSE
"72391","A00427665",2016,TRUE,TRUE,TRUE
"72392","A00435052",2022,FALSE,FALSE,FALSE
"72393","A00426666",2018,FALSE,FALSE,FALSE
"72394","A00434872",2018,FALSE,FALSE,FALSE
"72395","A00408468",2019,TRUE,TRUE,TRUE
"72396","A00378289",2012,FALSE,FALSE,FALSE
"72397","A00378276",2015,FALSE,TRUE,TRUE
"72398","A00427266",2016,TRUE,TRUE,TRUE
"72399","A00428056",2017,FALSE,FALSE,FALSE
"72400","A00427451",2015,FALSE,FALSE,FALSE
"72401","A00427992",2015,FALSE,FALSE,FALSE
"72402","A00433469",2016,FALSE,FALSE,FALSE
"72403","A00398672",2014,FALSE,FALSE,FALSE
"72404","A00434836",2021,TRUE,TRUE,TRUE
"72405","A00435174",2022,TRUE,TRUE,TRUE
"72406","A00432967",2017,FALSE,FALSE,FALSE
"72407","A00396695",2013,FALSE,FALSE,FALSE
"72408","A00427289",2015,FALSE,FALSE,FALSE
"72409","A00427513",2021,TRUE,TRUE,TRUE
"72410","A00433423",2021,TRUE,TRUE,TRUE
"72411","A00427471",2015,FALSE,FALSE,FALSE
"72412","A00422116",2015,FALSE,FALSE,FALSE
"72413","A00378286",2012,FALSE,FALSE,FALSE
"72414","A00435006",2019,FALSE,FALSE,FALSE
"72415","A00378198",2012,FALSE,FALSE,FALSE
"72416","A00427673",2015,FALSE,FALSE,FALSE
"72417","A00426910",2016,FALSE,FALSE,FALSE
"72418","A00378278",2012,FALSE,FALSE,FALSE
"72419","A00378240",2012,FALSE,FALSE,FALSE
"72420","A00433885",2020,TRUE,TRUE,TRUE
"72421","A00427527",2015,FALSE,FALSE,FALSE
"72422","A00427683",2015,FALSE,FALSE,FALSE
"72423","A00434458",2021,TRUE,TRUE,TRUE
"72424","A00408728",2014,FALSE,FALSE,FALSE
"72425","A00434654",2015,FALSE,FALSE,FALSE
"72426","A00432891",2022,TRUE,TRUE,TRUE
"72427","A00395394",2013,FALSE,FALSE,FALSE
"72428","A00427911",2015,FALSE,FALSE,FALSE
"72429","A00448223",2015,FALSE,FALSE,FALSE
"72430","A00427906",2015,FALSE,FALSE,FALSE
"72431","A00427354",2015,FALSE,FALSE,FALSE
"72432","A00427362",2015,FALSE,FALSE,FALSE
"72433","A00465429",2015,FALSE,FALSE,FALSE
"72434","A00378167",2015,FALSE,TRUE,TRUE
"72435","A00427339",2015,FALSE,FALSE,FALSE
"72436","A00433133",2015,FALSE,FALSE,FALSE
"72437","A00441410",2019,FALSE,FALSE,FALSE
"72438","A00434206",2017,FALSE,FALSE,FALSE
"72439","A00427734",2022,TRUE,TRUE,TRUE
"72440","A00434415",2021,TRUE,TRUE,TRUE
"72441","A00427305",2015,FALSE,FALSE,FALSE
"72442","A00500828",2022,TRUE,TRUE,TRUE
"72443","A00432944",2018,FALSE,FALSE,FALSE
"72444","A00433646",2020,FALSE,FALSE,FALSE
"72445","A00434182",2022,FALSE,TRUE,TRUE
"72446","A00427902",2015,FALSE,FALSE,FALSE
"72447","A00427318",2020,FALSE,FALSE,TRUE
"72448","A00434473",2022,FALSE,TRUE,TRUE
"72449","A00427332",2015,FALSE,FALSE,FALSE
"72450","A00378239",2018,FALSE,TRUE,TRUE
"72451","A00443811",2018,FALSE,TRUE,TRUE
"72452","A00427632",2017,FALSE,TRUE,TRUE
"72453","A00433789",2017,FALSE,TRUE,TRUE
"72454","A00378223",2012,FALSE,FALSE,FALSE
"72455","A00441354",2017,FALSE,FALSE,FALSE
"72456","A00427273",2015,FALSE,FALSE,FALSE
"72457","A00428019",2016,TRUE,TRUE,TRUE
"72458","A00427312",2015,FALSE,FALSE,FALSE
"72459","A00427431",2015,FALSE,FALSE,FALSE
"72460","A00427698",2015,FALSE,FALSE,FALSE
"72461","A00428014",2015,FALSE,FALSE,FALSE
"72462","A00427325",2022,TRUE,TRUE,TRUE
"72463","A00427687",2015,FALSE,FALSE,FALSE
"72464","A00408178",2015,FALSE,FALSE,FALSE
"72465","A00427271",2015,FALSE,FALSE,FALSE
"72466","A00378179",2015,FALSE,TRUE,TRUE
"72467","A00427387",2022,FALSE,FALSE,FALSE
"72468","A00427593",2015,FALSE,FALSE,FALSE
"72469","A00434684",2015,FALSE,FALSE,FALSE
"72470","A00427514",2015,FALSE,FALSE,FALSE
"72471","A00412553",2016,FALSE,FALSE,FALSE
"72472","A00396828",2014,TRUE,TRUE,TRUE
"72473","A00395647",2018,TRUE,TRUE,TRUE
"72474","A00378375",2012,FALSE,FALSE,FALSE
"72475","A00433172",2016,FALSE,FALSE,FALSE
"72476","A00422265",2010,TRUE,TRUE,TRUE
"72477","A00309941",2010,TRUE,TRUE,TRUE
"72478","A00378209",2015,FALSE,TRUE,TRUE
"72479","A00413878",2014,FALSE,FALSE,FALSE
"72480","A00427657",2015,FALSE,FALSE,FALSE
"72481","A00427933",2015,FALSE,FALSE,FALSE
"72482","A00433773",2015,FALSE,FALSE,FALSE
"72483","A00427310",2015,FALSE,FALSE,FALSE
"72484","A00427993",2015,FALSE,FALSE,FALSE
"72485","A00426406",2018,FALSE,FALSE,FALSE
"72486","A00378213",2012,FALSE,FALSE,FALSE
"72487","A00427508",2015,FALSE,FALSE,FALSE
"72488","A00427425",2015,FALSE,FALSE,FALSE
"72489","A00427317",2015,FALSE,FALSE,FALSE
"72490","A00420712",2021,TRUE,TRUE,TRUE
"72491","A00427779",2015,FALSE,FALSE,FALSE
"72492","A00427969",2015,FALSE,FALSE,FALSE
"72493","A00434156",2015,FALSE,FALSE,FALSE
"72494","A00427421",2015,FALSE,FALSE,FALSE
"72495","A00427476",2015,FALSE,FALSE,FALSE
"72496","A00427546",2018,FALSE,TRUE,TRUE
"72497","A00448461",2023,FALSE,TRUE,TRUE
"72498","A00444299",2016,FALSE,FALSE,FALSE
"72499","A00427618",2015,FALSE,FALSE,FALSE
"72500","A00427661",2015,FALSE,FALSE,FALSE
"72501","A00427934",2015,FALSE,FALSE,FALSE
"72502","A00427970",2015,FALSE,FALSE,FALSE
"72503","A00427313",2015,FALSE,FALSE,FALSE
"72504","A00427528",2015,FALSE,FALSE,FALSE
"72505","A00427205",2015,FALSE,FALSE,FALSE
"72506","A00443103",2016,FALSE,FALSE,FALSE
"72507","A00428004",2017,TRUE,TRUE,TRUE
"72508","A00427502",2015,FALSE,FALSE,FALSE
"72509","A00427764",2015,FALSE,FALSE,FALSE
"72510","A00427270",2015,FALSE,FALSE,FALSE
"72511","A00448563",2015,FALSE,FALSE,FALSE
"72512","A00378185",2012,FALSE,FALSE,FALSE
"72513","A00428054",2022,FALSE,FALSE,TRUE
"72514","A00427697",2015,FALSE,FALSE,FALSE
"72515","A00444119",2016,FALSE,FALSE,FALSE
"72516","A00444456",2016,FALSE,FALSE,FALSE
"72517","A00427262",2016,TRUE,TRUE,TRUE
"72518","A00450006",2023,TRUE,TRUE,TRUE
"72519","A00434122",2018,TRUE,TRUE,TRUE
"72520","A00378277",2012,FALSE,FALSE,FALSE
"72521","A00427439",2015,FALSE,FALSE,FALSE
"72522","A00434703",2017,FALSE,FALSE,FALSE
"72523","A00395268",2016,TRUE,TRUE,TRUE
"72524","A00427340",2015,FALSE,FALSE,FALSE
"72525","A00427517",2015,FALSE,FALSE,FALSE
"72526","A00427309",2017,FALSE,TRUE,TRUE
"72527","A00427470",2018,FALSE,TRUE,TRUE
"72528","A00409094",2014,FALSE,FALSE,FALSE
"72529","A00412019",2017,FALSE,FALSE,FALSE
"72530","A00396604",2013,FALSE,FALSE,FALSE
"72531","A00434525",2020,FALSE,FALSE,FALSE
"72532","A00433516",2020,FALSE,FALSE,FALSE
"72533","A00427334",2015,FALSE,FALSE,FALSE
"72534","A00378199",2012,FALSE,FALSE,FALSE
"72535","A00427536",2015,FALSE,FALSE,FALSE
"72536","A00408974",2014,FALSE,FALSE,FALSE
"72537","A00434612",2023,TRUE,TRUE,TRUE
"72538","A00434701",2019,FALSE,FALSE,FALSE
"72539","A00427319",2023,TRUE,TRUE,TRUE
"72540","A00427326",2015,FALSE,FALSE,FALSE
"72541","A00427348",2015,FALSE,FALSE,FALSE
"72542","A00378186",2012,FALSE,FALSE,FALSE
"72543","A00427948",2020,FALSE,TRUE,TRUE
"72544","A00427654",2015,FALSE,FALSE,FALSE
"72545","A00427577",2015,FALSE,FALSE,FALSE
"72546","A00427579",2015,FALSE,FALSE,FALSE
"72547","A00427356",2015,FALSE,FALSE,FALSE
"72548","A00427703",2015,FALSE,FALSE,FALSE
"72549","A00427985",2021,FALSE,FALSE,TRUE
"72550","A00427180",2015,FALSE,FALSE,FALSE
"72551","A00378200",2012,FALSE,FALSE,FALSE
"72552","A00427684",2022,TRUE,TRUE,TRUE
"72553","A00427537",2022,TRUE,TRUE,TRUE
"72554","A00371600",2018,FALSE,FALSE,FALSE
"72555","A00433581",2019,TRUE,TRUE,TRUE
"72556","A00427689",2015,FALSE,FALSE,FALSE
"72557","A00427281",2015,FALSE,FALSE,FALSE
"72558","A00433792",2022,FALSE,FALSE,FALSE
"72559","A00433834",2019,FALSE,FALSE,FALSE
"72560","A00433835",2021,TRUE,TRUE,TRUE
"72561","A00509624",2021,TRUE,TRUE,TRUE
"72562","A00427490",2015,FALSE,FALSE,FALSE
"72563","A00378207",2012,FALSE,FALSE,FALSE
"72564","A00427430",2015,FALSE,FALSE,FALSE
"72565","A00427768",2015,FALSE,FALSE,FALSE
"72566","A00427329",2015,FALSE,FALSE,FALSE
"72567","A00427681",2015,FALSE,FALSE,FALSE
"72568","A00427466",2015,FALSE,FALSE,FALSE
"72569","A00427524",2017,FALSE,TRUE,TRUE
"72570","A00427754",2017,FALSE,TRUE,TRUE
"72571","A00378126",2012,FALSE,FALSE,FALSE
"72572","A00434666",2017,FALSE,FALSE,FALSE
"72573","A00378252",2012,FALSE,FALSE,FALSE
"72574","A00427722",2015,FALSE,FALSE,FALSE
"72575","A00427807",2016,TRUE,TRUE,TRUE
"72576","A00441921",2019,FALSE,TRUE,TRUE
"72577","A00427966",2015,FALSE,FALSE,FALSE
"72578","A00449367",2015,FALSE,FALSE,FALSE
"72579","A00409046",2014,FALSE,FALSE,FALSE
"72580","A00427594",2015,FALSE,FALSE,FALSE
"72581","A00434532",2015,FALSE,FALSE,FALSE
"72582","A00378195",2012,FALSE,FALSE,FALSE
"72583","A00458574",2018,FALSE,FALSE,FALSE
"72584","A00427308",2015,FALSE,FALSE,FALSE
"72585","A00427755",2017,TRUE,TRUE,TRUE
"72586","A00427560",2015,FALSE,FALSE,FALSE
"72587","A00427959",2019,FALSE,FALSE,TRUE
"72588","A00427411",2015,FALSE,FALSE,FALSE
"72589","A00433480",2015,FALSE,FALSE,FALSE
"72590","A00441348",2022,TRUE,TRUE,TRUE
"72591","A00427789",2018,FALSE,TRUE,TRUE
"72592","A00427385",2015,FALSE,FALSE,FALSE
"72593","A00394305",2015,FALSE,TRUE,TRUE
"72594","A00427685",2022,TRUE,TRUE,TRUE
"72595","A00427335",2022,TRUE,TRUE,TRUE
"72596","A00443947",2016,FALSE,FALSE,FALSE
"72597","A00435068",2020,FALSE,FALSE,FALSE
"72598","A00434572",2020,FALSE,FALSE,FALSE
"72599","A00427558",2017,TRUE,TRUE,TRUE
"72600","A00427549",2020,FALSE,TRUE,TRUE
"72601","A00433218",2018,FALSE,FALSE,FALSE
"72602","A00427901",2015,FALSE,FALSE,FALSE
"72603","A00427566",2017,FALSE,TRUE,TRUE
"72604","A00378123",2012,FALSE,FALSE,FALSE
"72605","A00433784",2019,TRUE,TRUE,TRUE
"72606","A00378309",2012,FALSE,FALSE,FALSE
"72607","A00427468",2017,FALSE,TRUE,TRUE
"72608","A00427951",2016,TRUE,TRUE,TRUE
"72609","A00378173",2012,FALSE,FALSE,FALSE
"72610","A00434683",2016,FALSE,FALSE,FALSE
"72611","A00427590",2015,FALSE,FALSE,FALSE
"72612","A00427591",2015,FALSE,FALSE,FALSE
"72613","A00427553",2019,FALSE,FALSE,TRUE
"72614","A00427675",2015,FALSE,FALSE,FALSE
"72615","A00428057",2015,FALSE,FALSE,FALSE
"72616","A00433320",2016,FALSE,FALSE,FALSE
"72617","A00427298",2019,TRUE,TRUE,TRUE
"72618","A00427412",2015,FALSE,FALSE,FALSE
"72619","A00427567",2015,FALSE,FALSE,FALSE
"72620","A00378134",2020,FALSE,FALSE,FALSE
"72621","A00427741",2015,FALSE,FALSE,FALSE
"72622","A00378271",2012,FALSE,FALSE,FALSE
"72623","A00434190",2016,FALSE,FALSE,FALSE
"72624","A00427780",2020,TRUE,TRUE,TRUE
"72625","A00427453",2015,FALSE,FALSE,FALSE
"72626","A00408854",2020,TRUE,TRUE,TRUE
"72627","A00427461",2015,FALSE,FALSE,FALSE
"72628","A00435027",2023,TRUE,TRUE,TRUE
"72629","A00378139",2015,FALSE,TRUE,TRUE
"72630","A00427283",2015,FALSE,FALSE,FALSE
"72631","A00427481",2015,FALSE,FALSE,FALSE
"72632","A00433250",2018,FALSE,FALSE,FALSE
"72633","A00433556",2017,TRUE,TRUE,TRUE
"72634","A00394332",2013,FALSE,FALSE,FALSE
"72635","A00433739",2015,FALSE,FALSE,FALSE
"72636","A00449946",2018,TRUE,TRUE,TRUE
"72637","A00409071",2022,FALSE,TRUE,TRUE
"72638","A00441380",2017,FALSE,FALSE,FALSE
"72639","A00427946",2019,TRUE,TRUE,TRUE
"72640","A00434521",2018,TRUE,TRUE,TRUE
"72641","A00427640",2022,FALSE,TRUE,TRUE
"72642","A00427363",2015,FALSE,FALSE,FALSE
"72643","A00427978",2015,FALSE,FALSE,FALSE
"72644","A00427905",2016,TRUE,TRUE,TRUE
"72645","A00432978",2021,FALSE,FALSE,FALSE
"72646","A00427773",2015,FALSE,FALSE,FALSE
"72647","A00427479",2015,FALSE,FALSE,FALSE
"72648","A00427520",2015,FALSE,FALSE,FALSE
"72649","A00427586",2015,FALSE,FALSE,FALSE
"72650","A00433099",2016,FALSE,FALSE,FALSE
"72651","A00378294",2012,FALSE,FALSE,FALSE
"72652","A00427449",2021,TRUE,TRUE,TRUE
"72653","A00433182",2022,FALSE,TRUE,TRUE
"72654","A00427581",2015,FALSE,FALSE,FALSE
"72655","A00433244",2016,FALSE,FALSE,FALSE
"72656","A00433370",2016,FALSE,FALSE,FALSE
"72657","A00426222",2019,FALSE,FALSE,FALSE
"72658","A00427291",2015,FALSE,FALSE,FALSE
"72659","A00433334",2021,FALSE,FALSE,FALSE
"72660","A00408785",2014,FALSE,FALSE,FALSE
"72661","A00459914",2017,FALSE,FALSE,FALSE
"72662","A00427782",2019,FALSE,TRUE,TRUE
"72663","A00433485",2018,FALSE,FALSE,FALSE
"72664","A00427349",2015,FALSE,FALSE,FALSE
"72665","A00427787",2015,FALSE,FALSE,FALSE
"72666","A00435242",2015,FALSE,FALSE,FALSE
"72667","A00428040",2018,TRUE,TRUE,TRUE
"72668","A00378217",2012,FALSE,FALSE,FALSE
"72669","A00442790",2022,TRUE,TRUE,TRUE
"72670","A00427866",2015,FALSE,FALSE,FALSE
"72671","A00427306",2018,TRUE,TRUE,TRUE
"72672","A00427419",2015,FALSE,FALSE,FALSE
"72673","A00433900",2015,FALSE,FALSE,FALSE
"72674","A00427409",2015,FALSE,FALSE,FALSE
"72675","A00434725",2016,FALSE,FALSE,FALSE
"72676","A00427691",2015,FALSE,FALSE,FALSE
"72677","A00427413",2015,FALSE,FALSE,FALSE
"72678","A00434807",2019,FALSE,TRUE,TRUE
"72679","A00434911",2019,FALSE,FALSE,FALSE
"72680","A00434947",2022,FALSE,TRUE,TRUE
"72681","A00427320",2015,FALSE,FALSE,FALSE
"72682","A00378250",2012,FALSE,FALSE,FALSE
"72683","A00434686",2012,FALSE,FALSE,FALSE
"72684","A00435070",2020,FALSE,FALSE,FALSE
"72685","A00378227",2012,FALSE,FALSE,FALSE
"72686","A00427550",2020,TRUE,TRUE,TRUE
"72687","A00409280",2014,FALSE,FALSE,FALSE
"72688","A00427727",2015,FALSE,FALSE,FALSE
"72689","A00427424",2015,FALSE,FALSE,FALSE
"72690","A00427408",2017,TRUE,TRUE,TRUE
"72691","A00406773",2017,FALSE,TRUE,TRUE
"72692","A00399652",2022,FALSE,FALSE,FALSE
"72693","A00378170",2021,FALSE,TRUE,TRUE
"72694","A00427965",2015,FALSE,FALSE,FALSE
"72695","A00433435",2022,FALSE,FALSE,FALSE
"72696","A00427942",2015,FALSE,FALSE,FALSE
"72697","A00427315",2015,FALSE,FALSE,FALSE
"72698","A00444201",2016,FALSE,FALSE,FALSE
"72699","A00427472",2015,FALSE,FALSE,FALSE
"72700","A00433909",2022,FALSE,FALSE,FALSE
"72701","A00433925",2020,FALSE,FALSE,FALSE
"72702","A00507937",2020,FALSE,FALSE,FALSE
"72703","A00378188",2015,FALSE,TRUE,TRUE
"72704","A00434130",2023,TRUE,TRUE,TRUE
"72705","A00428052",2021,TRUE,TRUE,TRUE
"72706","A00427660",2015,FALSE,FALSE,FALSE
"72707","A00442908",2017,TRUE,TRUE,TRUE
"72708","A00427712",2022,FALSE,TRUE,TRUE
"72709","A00434267",2016,FALSE,FALSE,FALSE
"72710","A00427285",2017,FALSE,TRUE,TRUE
"72711","A00434331",2023,TRUE,TRUE,TRUE
"72712","A00434989",2023,TRUE,TRUE,TRUE
"72713","A00427899",2017,TRUE,TRUE,TRUE
"72714","A00427459",2015,FALSE,FALSE,FALSE
"72715","A00427781",2015,FALSE,FALSE,FALSE
"72716","A00427495",2016,TRUE,TRUE,TRUE
"72717","A00427715",2015,FALSE,FALSE,FALSE
"72718","A00434512",2018,FALSE,FALSE,FALSE
"72719","A00427407",2016,TRUE,TRUE,TRUE
"72720","A00427917",2019,FALSE,FALSE,TRUE
"72721","A00427402",2015,FALSE,FALSE,FALSE
"72722","A00427457",2015,FALSE,FALSE,FALSE
"72723","A00427797",2020,TRUE,TRUE,TRUE
"72724","A00427589",2015,FALSE,FALSE,FALSE
"72725","A00434583",2021,TRUE,TRUE,TRUE
"72726","A00378196",2012,FALSE,FALSE,FALSE
"72727","A00427910",2020,FALSE,FALSE,FALSE
"72728","A00427964",2020,FALSE,FALSE,TRUE
"72729","A00427535",2019,TRUE,TRUE,TRUE
"72730","A00427548",2022,FALSE,TRUE,TRUE
"72731","A00427688",2019,FALSE,TRUE,TRUE
"72732","A00427975",2015,FALSE,FALSE,FALSE
"72733","A00427330",2022,TRUE,TRUE,TRUE
"72734","A00433820",2015,FALSE,FALSE,FALSE
"72735","A00447823",2015,FALSE,FALSE,FALSE
"72736","A00408837",2014,FALSE,FALSE,FALSE
"72737","A00427571",2016,TRUE,TRUE,TRUE
"72738","A00434354",2020,FALSE,FALSE,FALSE
"72739","A00434371",2015,FALSE,FALSE,FALSE
"72740","A00427301",2016,TRUE,TRUE,TRUE
"72741","A00427360",2020,TRUE,TRUE,TRUE
"72742","A00427460",2015,FALSE,FALSE,FALSE
"72743","A00427578",2015,FALSE,FALSE,FALSE
"72744","A00433271",2017,FALSE,FALSE,FALSE
"72745","A00433342",2016,FALSE,FALSE,FALSE
"72746","A00457315",2017,FALSE,FALSE,FALSE
"72747","A00449646",2017,FALSE,FALSE,FALSE
"72748","A00434134",2022,FALSE,FALSE,FALSE
"72749","A00427924",2015,FALSE,FALSE,FALSE
"72750","A00426485",2023,TRUE,TRUE,TRUE
"72751","A00427275",2015,FALSE,FALSE,FALSE
"72752","A00378197",2012,FALSE,FALSE,FALSE
"72753","A00443880",2016,FALSE,FALSE,FALSE
"72754","A00427598",2017,FALSE,TRUE,TRUE
"72755","A00427456",2015,FALSE,FALSE,FALSE
"72756","A00444007",2016,FALSE,FALSE,FALSE
"72757","A00387594",2020,FALSE,FALSE,FALSE
"72758","A00427280",2019,FALSE,FALSE,TRUE
"72759","A00427279",2015,FALSE,FALSE,FALSE
"72760","A00433624",2015,FALSE,FALSE,FALSE
"72761","A00399675",2015,FALSE,FALSE,FALSE
"72762","A00427288",2019,TRUE,TRUE,TRUE
"72763","A00433219",2022,TRUE,TRUE,TRUE
"72764","A00395637",2022,TRUE,TRUE,TRUE
"72765","A00441319",2017,FALSE,FALSE,FALSE
"72766","A00413909",2022,TRUE,TRUE,TRUE
"72767","A00385638",2017,FALSE,FALSE,FALSE
"72768","A00427538",2015,FALSE,FALSE,FALSE
"72769","A00510999",2022,TRUE,TRUE,TRUE
"72770","A00378176",2012,FALSE,FALSE,FALSE
"72771","A00443798",2017,TRUE,TRUE,TRUE
"72772","A00427483",2015,FALSE,FALSE,FALSE
"72773","A00444248",2016,FALSE,FALSE,FALSE
"72774","A00427465",2015,FALSE,FALSE,FALSE
"72775","A00378232",2015,FALSE,TRUE,TRUE
"72776","A00378261",2015,FALSE,TRUE,TRUE
"72777","A00399786",2016,FALSE,TRUE,TRUE
"72778","A00434554",2016,FALSE,TRUE,TRUE
"72779","A00447401",2021,FALSE,FALSE,FALSE
"72780","A00378233",2012,FALSE,FALSE,FALSE
"72781","A00396810",2013,FALSE,FALSE,FALSE
"72782","A00427485",2015,FALSE,FALSE,FALSE
"72783","A00427717",2017,FALSE,TRUE,TRUE
"72784","A00434770",2022,FALSE,FALSE,FALSE
"72785","A00426547",2022,FALSE,FALSE,FALSE
"72786","A00378269",2012,FALSE,FALSE,FALSE
"72787","A00427765",2015,FALSE,FALSE,FALSE
"72788","A00421282",2016,TRUE,TRUE,TRUE
"72789","A00427670",2015,FALSE,FALSE,FALSE
"72790","A00427542",2015,FALSE,FALSE,FALSE
"72791","A00433066",2019,FALSE,TRUE,TRUE
"72792","A00459329",2021,FALSE,FALSE,FALSE
"72793","A00419846",2020,TRUE,TRUE,TRUE
"72794","A00443104",2020,TRUE,TRUE,TRUE
"72795","A00412791",2022,FALSE,TRUE,TRUE
"72796","A00427440",2015,FALSE,FALSE,FALSE
"72797","A00378158",2012,FALSE,FALSE,FALSE
"72798","A00427612",2016,TRUE,TRUE,TRUE
"72799","A00378204",2022,TRUE,TRUE,TRUE
"72800","A00378138",2012,FALSE,FALSE,FALSE
"72801","A00427540",2017,FALSE,TRUE,TRUE
"72802","A00387492",2012,FALSE,FALSE,FALSE
"72803","A00427532",2015,FALSE,FALSE,FALSE
"72804","A00427371",2015,FALSE,FALSE,FALSE
"72805","A00433098",2020,FALSE,FALSE,FALSE
"72806","A00378129",2015,FALSE,TRUE,TRUE
"72807","A00427580",2018,TRUE,TRUE,TRUE
"72808","A00433428",2022,TRUE,TRUE,TRUE
"72809","A00444064",2022,TRUE,TRUE,TRUE
"72810","A00378268",2012,FALSE,FALSE,FALSE
"72811","A00427331",2015,FALSE,FALSE,FALSE
"72812","A00378284",2012,FALSE,FALSE,FALSE
"72813","A00378248",2012,FALSE,FALSE,FALSE
"72814","A00427415",2015,FALSE,FALSE,FALSE
"72815","A00433385",2015,FALSE,FALSE,FALSE
"72816","A00421969",2015,FALSE,FALSE,FALSE
"72817","A00427913",2015,FALSE,FALSE,FALSE
"72818","A00408853",2014,FALSE,FALSE,FALSE
"72819","A00434088",2019,FALSE,FALSE,FALSE
"72820","A00378133",2012,FALSE,FALSE,FALSE
"72821","A00396860",2013,FALSE,FALSE,FALSE
"72822","A00378163",2012,FALSE,FALSE,FALSE
"72823","A00427928",2015,FALSE,FALSE,FALSE
"72824","A00427464",2015,FALSE,FALSE,FALSE
"72825","A00378206",2012,FALSE,FALSE,FALSE
"72826","A00420863",2017,TRUE,TRUE,TRUE
"72827","A00378124",2012,FALSE,FALSE,FALSE
"72828","A00433500",2022,FALSE,FALSE,FALSE
"72829","A00427565",2019,FALSE,FALSE,TRUE
"72830","A00447867",2022,TRUE,TRUE,TRUE
"72831","A00427510",2023,FALSE,FALSE,TRUE
"72832","A00427543",2015,FALSE,FALSE,FALSE
"72833","A00378273",2015,FALSE,TRUE,TRUE
"72834","A00434154",2018,FALSE,FALSE,FALSE
"72835","A00427742",2015,FALSE,FALSE,FALSE
"72836","A00435200",2015,FALSE,FALSE,FALSE
"72837","A00378127",2012,FALSE,FALSE,FALSE
"72838","A00427903",2015,FALSE,FALSE,FALSE
"72839","A00378210",2012,FALSE,FALSE,FALSE
"72840","A00433014",2022,FALSE,FALSE,FALSE
"72841","A00428009",2018,TRUE,TRUE,TRUE
"72842","A00427624",2015,FALSE,FALSE,FALSE
"72843","A00433489",2019,FALSE,TRUE,TRUE
"72844","A00427533",2015,FALSE,FALSE,FALSE
"72845","A00444083",2016,FALSE,FALSE,FALSE
"72846","A00409121",2014,FALSE,FALSE,FALSE
"72847","A00378295",2012,FALSE,FALSE,FALSE
"72848","A00434362",2022,TRUE,TRUE,TRUE
"72849","A00394370",2013,FALSE,FALSE,FALSE
"72850","A00427659",2015,FALSE,FALSE,FALSE
"72851","A00408704",2016,TRUE,TRUE,TRUE
"72852","A00378235",2012,FALSE,FALSE,FALSE
"72853","A00427743",2015,FALSE,FALSE,FALSE
"72854","A00427838",2015,FALSE,FALSE,FALSE
"72855","A00427943",2015,FALSE,FALSE,FALSE
"72856","A00444078",2016,FALSE,FALSE,FALSE
"72857","A00427732",2016,TRUE,TRUE,TRUE
"72858","A00427778",2015,FALSE,FALSE,FALSE
"72859","A00426501",2021,FALSE,TRUE,TRUE
"72860","A00435229",2015,FALSE,FALSE,FALSE
"72861","A00428068",2015,FALSE,FALSE,FALSE
"72862","A00441282",2022,FALSE,FALSE,FALSE
"72863","A00419847",2017,FALSE,TRUE,TRUE
"72864","A00448770",2017,FALSE,TRUE,TRUE
"72865","A00427474",2017,FALSE,TRUE,TRUE
"72866","A00427723",2015,FALSE,FALSE,FALSE
"72867","A00427725",2022,TRUE,TRUE,TRUE
"72868","A00427637",2015,FALSE,FALSE,FALSE
"72869","A00427772",2015,FALSE,FALSE,FALSE
"72870","A00433065",2016,FALSE,FALSE,FALSE
"72871","A00440754",2016,FALSE,FALSE,FALSE
"72872","A00427507",2015,FALSE,FALSE,FALSE
"72873","A00427522",2015,FALSE,FALSE,FALSE
"72874","A00408194",2015,FALSE,FALSE,FALSE
"72875","A00443833",2016,FALSE,FALSE,FALSE
"72876","A00378194",2012,FALSE,FALSE,FALSE
"72877","A00427769",2015,FALSE,FALSE,FALSE
"72878","A00427343",2015,FALSE,FALSE,FALSE
"72879","A00427494",2015,FALSE,FALSE,FALSE
"72880","A00427950",2015,FALSE,FALSE,FALSE
"72881","A00427750",2015,FALSE,FALSE,FALSE
"72882","A00378171",2012,FALSE,FALSE,FALSE
"72883","A00378281",2012,FALSE,FALSE,FALSE
"72884","A00378122",2012,FALSE,FALSE,FALSE
"72885","A00427361",2015,FALSE,FALSE,FALSE
"72886","A00433387",2016,FALSE,FALSE,FALSE
"72887","A00433459",2020,FALSE,FALSE,FALSE
"72888","A00428013",2017,FALSE,TRUE,TRUE
"72889","A00448995",2017,FALSE,TRUE,TRUE
"72890","A00433777",2023,FALSE,FALSE,FALSE
"72891","A00427263",2023,FALSE,FALSE,FALSE
"72892","A00427748",2020,TRUE,TRUE,TRUE
"72893","A00427352",2015,FALSE,FALSE,FALSE
"72894","A00427353",2015,FALSE,FALSE,FALSE
"72895","A00434628",2019,TRUE,TRUE,TRUE
